           Var. Name                       x0                        x                 Gradient
        BC_CDiag(17)       0.431524248161D+00       0.431524248161D+00      -0.497883250607D-01
        BC_CDiag(18)       0.598428757415D+00       0.598428757415D+00       0.170484508348D+00
        BC_CDiag(19)       0.547461010764D+00       0.547461010764D+00       0.310177128066D+00
        BC_CDiag(20)       0.840963726759D+00       0.840963726759D+00       0.984516667953D-01
        BC_CDiag(21)       0.538844878982D+00       0.538844878982D+00      -0.180267235330D+00
        BC_CDiag(22)       0.387800964237D+00       0.387800964237D+00       0.559586878580D-01
        BC_CDiag(23)       0.442793204499D+00       0.442793204499D+00       0.707660234628D+00
        BC_CDiag(24)       0.158640819475D+00       0.158640819475D+00      -0.996197480840D-01
        BC_CDiag(25)       0.495135221013D+00       0.495135221013D+00      -0.749099718849D+00
        BC_CDiag(26)       0.418385948913D+00       0.418385948913D+00      -0.142299212814D+00
        BC_CDiag(27)       0.999035808925D+00       0.999035808925D+00      -0.372305906531D-01
        BC_CDiag(28)       0.752429037846D+00       0.752429037846D+00       0.118200274887D-01
        BC_CDiag(29)       0.524678324822D+00       0.524678324822D+00       0.284578591691D-01
        BC_CDiag(30)       0.370107354131D+00       0.370107354131D+00      -0.194419176615D+00
        BC_CDiag(31)       0.541809442720D+00       0.541809442720D+00      -0.659241899987D-01
        BC_CDiag(32)       0.999070799468D+00       0.999070799468D+00      -0.149014000018D-03
        BC_CDiag(33)       0.999076322548D+00       0.999076322548D+00       0.113030963000D-02
        BC_CDiag(34)       0.547135855184D+00       0.547135855184D+00       0.393703561936D-01
        BC_CDiag(35)       0.969717708846D+00       0.969717708846D+00      -0.822711322109D-02
        BC_CDiag(36)       0.911474974575D+00       0.911474974575D+00       0.616062486053D-01
        BC_CDiag(37)       0.567335903273D+00       0.567335903273D+00      -0.702477642249D-02
        BC_CDiag(38)       0.650338868107D+00       0.650338868107D+00       0.106580351874D+00
        BC_CDiag(39)       0.455696924086D+00       0.455696924086D+00      -0.140403578776D-01
        BC_CDiag(40)       0.628229635157D+00       0.628229635157D+00       0.140987561010D-02
        BC_CDiag(41)       0.999046822057D+00       0.999046822057D+00      -0.523567824649D-02
        BC_CDiag(42)       0.384533392958D+00       0.384533392958D+00       0.207172320258D-01
        BC_CDiag(43)       0.750539832352D+00       0.750539832352D+00      -0.856107513329D-03
        BC_CDiag(44)       0.119144639593D-02       0.119144639593D-02       0.567458776093D-03
        BC_CDiag(45)       0.999071375126D+00       0.999071375126D+00       0.192727559930D-03
        BC_CDiag(46)       0.999073577088D+00       0.999073577088D+00      -0.106033635664D-03
        BC_CDiag(47)       0.981600852700D+00       0.981600852700D+00      -0.943759314007D-03
        BC_CDiag(48)       0.723249168547D+00       0.723249168547D+00       0.123187006273D-01
        BC_CDiag(49)       0.905561268598D+00       0.905561268598D+00       0.106993322592D-01
        BC_CDiag(50)       0.372836766159D+00       0.372836766159D+00       0.818780478462D-01
        BC_CDiag(51)       0.999133149391D+00       0.999133149391D+00       0.921347417150D-02
        BC_CDiag(52)       0.985057893349D+00       0.985057893349D+00      -0.590901576470D-01
        BC_CDiag(53)       0.619901571266D+00       0.619901571266D+00      -0.281312316526D+00
        BC_CDiag(54)       0.495778617940D+00       0.495778617940D+00      -0.148656315131D+01
        BC_CDiag(55)       0.626754513304D+00       0.626754513304D+00      -0.149105518577D-01
        BC_CDiag(56)       0.717381418632D+00       0.717381418632D+00       0.173943221598D-01
        BC_CDiag(57)       0.581929784825D+00       0.581929784825D+00      -0.586882841792D-01
        BC_CDiag(58)       0.562950772261D+00       0.562950772261D+00      -0.175765689626D-01
        BC_CDiag(59)       0.758597839001D+00       0.758597839001D+00       0.932918333878D-02
        BC_CDiag(60)       0.573187005956D+00       0.573187005956D+00       0.175805789990D-02
        BC_CDiag(61)       0.473840016555D+00       0.473840016555D+00       0.328342155171D+00
        BC_CDiag(62)       0.500348082012D+00       0.500348082012D+00       0.323371462327D-01
        BC_CDiag(63)       0.999070508965D+00       0.999070508965D+00      -0.476683410140D-03
        BC_CDiag(64)       0.937921608364D+00       0.937921608364D+00       0.221990879136D-02
        BC_CDiag(65)       0.500983488007D+00       0.500983488007D+00      -0.513755069381D-03
        BC_CDiag(66)       0.119150544328D-02       0.119150544328D-02      -0.277135037836D-05
        BC_CDiag(67)       0.116749630399D-02       0.116749630399D-02      -0.568661976322D-01
        BC_CDiag(68)       0.119091206916D-02       0.119091206916D-02      -0.128432999320D-02
        BC_CDiag(69)       0.999074581289D+00       0.999074581289D+00       0.133544834886D-02
        BC_CDiag(70)       0.119148409286D-02       0.119148409286D-02      -0.723840214683D-04
        BC_CDiag(71)       0.969834079059D+00       0.969834079059D+00       0.774976822333D-03
        BC_CDiag(72)       0.257758350788D+00       0.257758350788D+00      -0.120459605543D-02
        BC_CDiag(73)       0.624875576968D+00       0.624875576968D+00       0.434973664553D-02
        BC_CDiag(74)       0.234841312533D+00       0.234841312533D+00       0.270664594206D-02
        BC_CDiag(75)       0.433969395664D+00       0.433969395664D+00      -0.549534574132D+00
        BC_CDiag(76)       0.671549465788D+00       0.671549465788D+00       0.783289015442D-01
